PC1,PC2,digit
1.0999457836151123,1.4283770322799683,7.0
0.4942539632320404,-1.3989139795303345,2.0
1.1800177097320557,-0.8725679516792297,1.0
-0.6640329957008362,-0.4821481704711914,0.0
-0.25745150446891785,1.2028101682662964,4.0
1.3045257329940796,-1.2047489881515503,1.0
0.3573896288871765,1.0070067644119263,4.0
-0.06013333797454834,1.1958487033843994,9.0
-0.4367258846759796,0.6329827904701233,5.0
0.7023388147354126,0.8661373853683472,9.0
-0.9191793203353882,-0.9072020649909973,0.0
-0.9538862705230713,1.0976753234863281,6.0
0.3915109932422638,0.8213485479354858,9.0
-0.5880460739135742,-0.7617342472076416,0.0
1.9068970680236816,-0.7492079734802246,1.0
-0.4863676428794861,-1.5708303451538086,5.0
-0.07425940036773682,1.2160472869873047,9.0
1.0321943759918213,2.0867748260498047,7.0
-0.5203408598899841,-2.533064126968384,3.0
0.08837281167507172,1.061842679977417,4.0
0.7753370404243469,0.694157600402832,9.0
-0.6730514168739319,0.4734914004802704,6.0
-1.010184407234192,1.2747491598129272,6.0
-0.1852649748325348,-0.2102174609899521,5.0
-0.05865062400698662,1.171571135520935,4.0
-1.358137845993042,-0.9226046204566956,0.0
0.20293283462524414,2.244030714035034,7.0
-0.08991063386201859,0.9750877618789673,4.0
-0.577259361743927,-0.5712971091270447,0.0
1.2720365524291992,-0.21227993071079254,1.0
0.14597859978675842,-1.3275105953216553,3.0
1.3107022047042847,-0.24226002395153046,1.0
0.055993400514125824,-2.0748932361602783,3.0
-0.9551576375961304,0.8724470734596252,4.0
0.9395442605018616,0.848160982131958,7.0
-0.29193416237831116,0.5042420625686646,2.0
0.6670699715614319,1.9919750690460205,7.0
1.5966073274612427,-0.36774376034736633,1.0
0.4332745671272278,-1.2451212406158447,2.0
1.8827322721481323,-1.0769016742706299,1.0
1.1258398294448853,-0.5105187892913818,1.0
0.8396050333976746,1.2997517585754395,7.0
0.21835368871688843,0.9756678342819214,4.0
0.13316667079925537,0.41018375754356384,2.0
0.21560487151145935,-1.1034260988235474,3.0
-0.14304213225841522,-0.48711472749710083,5.0
1.1146841049194336,-0.0653156191110611,1.0
-0.30819588899612427,0.5027109384536743,2.0
0.0037443414330482483,1.3276183605194092,4.0
-0.4399101734161377,1.6104830503463745,4.0
-0.37731775641441345,0.14272309839725494,6.0
-0.5242520570755005,-2.0132856369018555,3.0
-0.1879924237728119,-0.20926006138324738,5.0
-0.4640645384788513,-1.516065001487732,5.0
-1.2304760217666626,1.6591070890426636,6.0
-0.3847743272781372,-0.5585996508598328,0.0
-0.4144991338253021,1.6807574033737183,4.0
1.3565006256103516,-1.0013084411621094,1.0
0.03719747066497803,1.4659043550491333,9.0
0.41591036319732666,0.10787034779787064,5.0
0.15665027499198914,2.997013568878174,7.0
0.08270418643951416,0.1451839655637741,8.0
0.09309341758489609,0.8773342967033386,9.0
0.00841938704252243,0.19821374118328094,3.0
0.8091897368431091,0.7815502285957336,7.0
0.058496780693531036,0.984909176826477,4.0
-0.8266192674636841,0.9973779916763306,6.0
-0.3661660850048065,1.1900634765625,4.0
0.10100411623716354,-0.9317569136619568,3.0
-1.901718020439148,-1.604651927947998,0.0
1.156943678855896,2.0347039699554443,7.0
-1.1326649188995361,-1.1580731868743896,0.0
-0.27645403146743774,-0.39100658893585205,2.0
0.4423684775829315,0.25432491302490234,9.0
1.6449096202850342,-0.5696202516555786,1.0
0.51503586769104,1.1033393144607544,7.0
0.1364404559135437,-1.261742353439331,3.0
0.4231951832771301,1.058109998703003,2.0
0.7168617248535156,0.3944700360298157,9.0
1.1044118404388428,1.2082699537277222,7.0
0.06361401826143265,1.725439190864563,7.0
-0.8080784678459167,0.3970680832862854,6.0
-0.31931236386299133,0.48437145352363586,2.0
0.22411179542541504,2.029768228530884,7.0
0.21311920881271362,-0.5039917230606079,8.0
-0.2524021565914154,1.5304070711135864,4.0
1.480383038520813,0.9725580215454102,7.0
0.07629537582397461,-1.553074598312378,3.0
-1.1876052618026733,0.8745432496070862,6.0
1.1985176801681519,-1.1907862424850464,1.0
-0.08535101264715195,-0.8650414943695068,3.0
-0.7242485284805298,0.33509793877601624,6.0
0.4185837507247925,0.27935290336608887,9.0
0.015973668545484543,-0.7745490670204163,3.0
1.715708613395691,-0.14005735516548157,1.0
0.27393144369125366,0.6902080178260803,4.0
1.0836048126220703,-0.15778620541095734,1.0
1.1774102449417114,0.1556936651468277,7.0
-0.9010056257247925,0.4497101902961731,6.0
-0.22481930255889893,1.7065750360488892,9.0
-0.9801403284072876,0.8453025817871094,6.0
-0.7448793649673462,-0.8719054460525513,0.0
-0.13568660616874695,-0.3996335566043854,5.0
-0.3786562979221344,1.6801429986953735,4.0
-0.4443216919898987,1.6923946142196655,9.0
-0.07743670046329498,1.3402845859527588,9.0
-0.33473697304725647,0.5148760676383972,2.0
0.9186210036277771,-0.7188844680786133,1.0
0.09762644022703171,1.4384527206420898,9.0
0.1976855993270874,0.5663456320762634,4.0
0.11387578397989273,-0.32818159461021423,8.0
1.1800682544708252,-0.311842143535614,7.0
0.3005090355873108,-1.2869952917099,3.0
0.08521342277526855,1.2046655416488647,9.0
1.0946224927902222,0.4274161458015442,7.0
0.19493645429611206,0.6301701068878174,4.0
0.17499828338623047,0.9238060116767883,4.0
-0.3423318862915039,1.4328246116638184,4.0
0.2514418065547943,0.7739661931991577,9.0
0.014484796673059464,0.4629806876182556,2.0
-0.2543881833553314,-0.9198490381240845,5.0
0.250022292137146,0.45522043108940125,4.0
0.28050029277801514,1.7452178001403809,7.0
-0.9456676840782166,0.41114896535873413,6.0
0.6245014071464539,1.0715701580047607,7.0
-0.025869455188512802,1.0807737112045288,9.0
-1.1152294874191284,-1.9268494844436646,0.0
-0.13665132224559784,-0.25758904218673706,5.0
0.09862566739320755,-0.35144156217575073,8.0
-0.16634151339530945,-0.21716804802417755,5.0
-0.9831131100654602,0.27333271503448486,6.0
